,_id,accepted,id,score
1561,582d53a22267419d938c3b10,,40437961,1.0
1562,582d53a22267419d938c3b11,,40437961,1.0
1563,582d53a22267419d938c3b12,,40437961,1.0
1564,582d53a22267419d938c3b13,,40437961,1.0
1565,582d53a72267419d938c3b16,,40437960,-1.0
1566,582d53a72267419d938c3b17,accepted,40437960,
1567,582d53d02267419d938c3b26,,40437931,0.0
1568,582d544e2267419d938c3b3f,,40437869,0.0
1569,582d545f2267419d938c3b46,,40437855,3.0
1570,582d545f2267419d938c3b47,,40437855,3.0
1571,582d545f2267419d938c3b48,,40437855,1.0
1572,582d545f2267419d938c3b49,,40437855,0.0
1573,582d545f2267419d938c3b4a,accepted,40437855,
1574,582d549a2267419d938c3b59,,40437803,0.0
1575,582d54c42267419d938c3b62,,40437792,3.0
1576,582d54c42267419d938c3b63,,40437792,1.0
1577,582d54c42267419d938c3b64,,40437792,1.0
1578,582d54c42267419d938c3b65,accepted,40437792,
1579,582d54cf2267419d938c3b6a,,40437781,1.0
1580,582d54cf2267419d938c3b6b,accepted,40437781,
1581,582d54eb2267419d938c3b74,,40437765,0.0
1582,582d54eb2267419d938c3b75,accepted,40437765,
1583,582d55062267419d938c3b7d,,40437743,0.0
1584,582d55062267419d938c3b7e,accepted,40437743,
1585,582d55242267419d938c3b82,,40437730,2.0
1586,582d55242267419d938c3b83,accepted,40437730,
1587,582d552f2267419d938c3b88,,40437721,2.0
1588,582d552f2267419d938c3b89,,40437721,3.0
1589,582d552f2267419d938c3b8a,,40437721,1.0
1590,582d552f2267419d938c3b8b,,40437721,-1.0
1591,582d552f2267419d938c3b8c,accepted,40437721,
1592,582d55512267419d938c3b99,,40437682,0.0
1593,582d55572267419d938c3b9c,,40437681,0.0
1594,582d55572267419d938c3b9d,,40437681,-1.0
1595,582d55612267419d938c3ba2,,40437672,1.0
1596,582d55612267419d938c3ba3,,40437672,1.0
1597,582d55612267419d938c3ba4,,40437672,1.0
1598,582d55612267419d938c3ba5,,40437672,1.0
1599,582d559e2267419d938c3bb6,,40437602,2.0
1600,582d559e2267419d938c3bb7,,40437602,1.0
1601,582d55d72267419d938c3bc4,,40437559,1.0
1602,582d55d72267419d938c3bc5,accepted,40437559,
1603,582d55e82267419d938c3bcc,,40437551,18.0
1604,582d55e82267419d938c3bcd,,40437551,17.0
1605,582d55e82267419d938c3bce,,40437551,4.0
1606,582d55e82267419d938c3bcf,,40437551,3.0
1607,582d55e82267419d938c3bd0,,40437551,1.0
1608,582d55e82267419d938c3bd1,,40437551,1.0
1609,582d55e82267419d938c3bd2,,40437551,1.0
1610,582d55e82267419d938c3bd3,accepted,40437551,
1611,582d55ec2267419d938c3bd6,,40437538,0.0
1612,582d56122267419d938c3be5,,40437504,0.0
1613,582d56122267419d938c3be6,accepted,40437504,
1614,582d56272267419d938c3bef,,40437451,0.0
1615,582d56272267419d938c3bf0,,40437451,0.0
1616,582d56b12267419d938c3c06,,40437409,0.0
1617,582d56b12267419d938c3c07,accepted,40437409,
1618,582d57042267419d938c3c16,,40437360,3.0
1619,582d57042267419d938c3c17,accepted,40437360,
1620,582d57602267419d938c3c2b,,40437308,3.0
1621,582d57602267419d938c3c2c,accepted,40437308,
1622,582d57902267419d938c3c38,,40437291,1.0
1623,582d57902267419d938c3c39,,40437291,0.0
1624,582d57902267419d938c3c3a,accepted,40437291,
1625,582d57c52267419d938c3c46,,40437262,1.0
1626,582d57d02267419d938c3c4b,,40437259,0.0
1627,582d57d02267419d938c3c4c,accepted,40437259,
1628,582d57dc2267419d938c3c51,,40437248,0.0
1629,582d57dc2267419d938c3c52,accepted,40437248,
1630,582d57ee2267419d938c3c58,,40437225,0.0
1631,582d581b2267419d938c3c68,,40437168,0.0
1632,582d581b2267419d938c3c69,,40437168,0.0
1633,582d58252267419d938c3c6c,,40437165,1411.0
1634,582d58252267419d938c3c6d,,40437165,306.0
1635,582d58252267419d938c3c6e,,40437165,235.0
1636,582d58252267419d938c3c6f,,40437165,151.0
1637,582d58252267419d938c3c70,,40437165,139.0
1638,582d58252267419d938c3c71,,40437165,113.0
1639,582d58252267419d938c3c72,,40437165,92.0
1640,582d58252267419d938c3c73,,40437165,91.0
1641,582d58252267419d938c3c74,,40437165,86.0
1642,582d58252267419d938c3c75,,40437165,84.0
1643,582d58252267419d938c3c76,,40437165,80.0
1644,582d58252267419d938c3c77,,40437165,73.0
1645,582d58252267419d938c3c78,accepted,40437165,
1646,582d584f2267419d938c3c89,,40437122,1.0
1647,582d584f2267419d938c3c8a,accepted,40437122,
1648,582d585e2267419d938c3c90,,40437099,0.0
1649,582d58772267419d938c3c9b,,40437078,1.0
1650,582d58dc2267419d938c3cb1,,40436992,0.0
1651,582d58e72267419d938c3cb6,,40436984,1.0
1652,582d58f02267419d938c3cb9,,40436978,0.0
1653,582d58f02267419d938c3cba,accepted,40436978,
1654,582d59062267419d938c3cc3,,40436961,3.0
1655,582d59072267419d938c3cc4,,40436961,8.0
1656,582d59072267419d938c3cc5,,40436961,4.0
1657,582d59072267419d938c3cc6,accepted,40436961,
1658,582d593f2267419d938c3cd0,,40436937,53.0
1659,582d593f2267419d938c3cd1,,40436937,18.0
1660,582d593f2267419d938c3cd2,,40436937,14.0
1661,582d593f2267419d938c3cd3,,40436937,9.0
1662,582d593f2267419d938c3cd4,,40436937,8.0
1663,582d593f2267419d938c3cd5,,40436937,5.0
1664,582d593f2267419d938c3cd6,,40436937,4.0
1665,582d593f2267419d938c3cd7,,40436937,4.0
1666,582d593f2267419d938c3cd8,,40436937,0.0
1667,582d593f2267419d938c3cd9,,40436937,0.0
1668,582d593f2267419d938c3cda,accepted,40436937,
1669,582d59782267419d938c3ce8,,40436894,3.0
1670,582d59782267419d938c3ce9,accepted,40436894,
1671,582d59c42267419d938c3cf6,,40436852,0.0
1672,582d59c42267419d938c3cf7,accepted,40436852,
1673,582d59d92267419d938c3d00,,40436832,0.0
1674,582d59d92267419d938c3d01,accepted,40436832,
1675,582d59ef2267419d938c3d0a,,40436822,145.0
1676,582d59ef2267419d938c3d0b,,40436822,39.0
1677,582d59ef2267419d938c3d0c,,40436822,2.0
1678,582d5a142267419d938c3d1a,,40436787,0.0
1679,582d5a592267419d938c3d2a,,40436763,1217.0
1680,582d5a5a2267419d938c3d2b,,40436763,253.0
1681,582d5a5a2267419d938c3d2c,,40436763,218.0
1682,582d5a5a2267419d938c3d2d,,40436763,159.0
1683,582d5a5a2267419d938c3d2e,,40436763,55.0
1684,582d5a5a2267419d938c3d2f,,40436763,49.0
1685,582d5a5a2267419d938c3d30,,40436763,45.0
1686,582d5a5a2267419d938c3d31,,40436763,42.0
1687,582d5a5a2267419d938c3d32,,40436763,32.0
1688,582d5a5a2267419d938c3d33,,40436763,30.0
1689,582d5a5a2267419d938c3d34,,40436763,25.0
1690,582d5a5a2267419d938c3d35,,40436763,13.0
1691,582d5a5a2267419d938c3d36,,40436763,13.0
1692,582d5a5a2267419d938c3d37,,40436763,10.0
1693,582d5a5a2267419d938c3d38,,40436763,5.0
1694,582d5a5a2267419d938c3d39,,40436763,2.0
1695,582d5a5a2267419d938c3d3a,,40436763,1.0
1696,582d5a5a2267419d938c3d3b,,40436763,1.0
1697,582d5a5a2267419d938c3d3c,,40436763,1.0
1698,582d5a5a2267419d938c3d3d,,40436763,0.0
1699,582d5a5a2267419d938c3d3e,,40436763,0.0
1700,582d5a5a2267419d938c3d3f,,40436763,0.0
1701,582d5a5a2267419d938c3d40,,40436763,0.0
1702,582d5a5a2267419d938c3d41,,40436763,0.0
1703,582d5a5a2267419d938c3d42,,40436763,-1.0
1704,582d5a5a2267419d938c3d43,,40436763,-1.0
1705,582d5a5a2267419d938c3d44,accepted,40436763,
1706,582d5a6b2267419d938c3d4b,,40436760,0.0
1707,582d5a742267419d938c3d4f,,40436754,0.0
1708,582d5ab82267419d938c3d62,,40436727,3.0
1709,582d5aed2267419d938c3d76,,40436694,0.0
1710,582d5aed2267419d938c3d77,accepted,40436694,
1711,582d5b0b2267419d938c3d7b,,40436686,0.0
1712,582d5b172267419d938c3d80,,40436676,2.0
1713,582d5b172267419d938c3d81,,40436676,3.0
1714,582d5b172267419d938c3d82,accepted,40436676,
1715,582d5b382267419d938c3d8b,,40436660,1.0
1716,582d5b9d2267419d938c3d9c,,40436614,2.0
1717,582d5b9d2267419d938c3d9d,accepted,40436614,
1718,582d5be82267419d938c3db0,,40436593,1371.0
1719,582d5be82267419d938c3db1,,40436593,233.0
1720,582d5be82267419d938c3db2,,40436593,59.0
1721,582d5be82267419d938c3db3,,40436593,40.0
1722,582d5be82267419d938c3db4,,40436593,25.0
1723,582d5be82267419d938c3db5,,40436593,14.0
1724,582d5be82267419d938c3db6,,40436593,11.0
1725,582d5be82267419d938c3db7,,40436593,10.0
1726,582d5be82267419d938c3db8,,40436593,10.0
1727,582d5be82267419d938c3db9,,40436593,7.0
1728,582d5be82267419d938c3dba,,40436593,7.0
1729,582d5be82267419d938c3dbb,,40436593,3.0
1730,582d5be82267419d938c3dbc,,40436593,2.0
1731,582d5be82267419d938c3dbd,,40436593,2.0
1732,582d5be82267419d938c3dbe,,40436593,2.0
1733,582d5be82267419d938c3dbf,,40436593,1.0
1734,582d5be82267419d938c3dc0,,40436593,1.0
1735,582d5be82267419d938c3dc1,,40436593,1.0
1736,582d5be82267419d938c3dc2,,40436593,1.0
1737,582d5be82267419d938c3dc3,,40436593,1.0
1738,582d5be82267419d938c3dc4,,40436593,1.0
1739,582d5be82267419d938c3dc5,,40436593,-2.0
1740,582d5be82267419d938c3dc6,accepted,40436593,
1741,582d5c182267419d938c3dd8,,40436548,0.0
1742,582d5c1e2267419d938c3ddb,,40436547,1.0
1743,582d5cb42267419d938c3e04,,40436424,0.0
1744,582d5cb42267419d938c3e05,accepted,40436424,
1745,582d5cc42267419d938c3e0c,,40436410,0.0
1746,582d5cca2267419d938c3e0f,,40436409,1.0
1747,582d5cca2267419d938c3e10,,40436409,0.0
1748,582d5cca2267419d938c3e11,accepted,40436409,
1749,582d5cd52267419d938c3e16,,40436400,0.0
1750,582d5cdb2267419d938c3e19,,40436392,0.0
1751,582d5ce52267419d938c3e1e,,40436377,-1.0
1752,582d5cff2267419d938c3e29,,40436346,1.0
1753,582d5cff2267419d938c3e2a,,40436346,1.0
1754,582d5d0e2267419d938c3e31,,40436335,0.0
1755,582d5d0e2267419d938c3e32,accepted,40436335,
1756,582d5d372267419d938c3e43,,40436293,0.0
1757,582d5d872267419d938c3e59,,40436252,0.0
1758,582d5d8c2267419d938c3e5c,,40436236,1.0
1759,582d5d8c2267419d938c3e5d,accepted,40436236,
1760,582d5dcc2267419d938c3e65,,40436218,0.0
1761,582d5e6b2267419d938c3e82,,40436125,0.0
1762,582d5e7a2267419d938c3e89,,40436112,1.0
1763,582d5e982267419d938c3e96,,40436073,1.0
1764,582d5ec52267419d938c3e9f,,40436058,0.0
1765,582d5ef62267419d938c3eb2,,40435995,0.0
1766,582d5ef62267419d938c3eb3,accepted,40435995,
1767,582d5efc2267419d938c3eb6,,40435993,1.0
1768,582d5efc2267419d938c3eb7,accepted,40435993,
1769,582d5f162267419d938c3ec2,,40435980,0.0
1770,582d5f2c2267419d938c3ecb,,40435967,0.0
1771,582d5f2c2267419d938c3ecc,accepted,40435967,
1772,582d5f402267419d938c3ed4,,40435917,0.0
1773,582d5f5d2267419d938c3ed8,,40435906,0.0
1774,582d5f8c2267419d938c3ee3,,40435874,0.0
1775,582d5fd82267419d938c3ef3,,40435827,2.0
1776,582d5fd82267419d938c3ef4,accepted,40435827,
1777,582d5ff72267419d938c3f01,,40435786,0.0
1778,582d60072267419d938c3f08,,40435776,1.0
1779,582d60322267419d938c3f14,,40435755,1.0
1780,582d60322267419d938c3f15,accepted,40435755,
1781,582d60482267419d938c3f1e,,40435722,0.0
1782,582d608e2267419d938c3f26,,40435694,0.0
1783,582d608e2267419d938c3f27,accepted,40435694,
1784,582d609e2267419d938c3f2e,,40435680,0.0
1785,582d60bb2267419d938c3f3b,,40435650,0.0
1786,582d60bb2267419d938c3f3c,,40435650,0.0
1787,582d60d92267419d938c3f47,,40435624,1423.0
1788,582d60d92267419d938c3f48,,40435624,166.0
1789,582d60d92267419d938c3f49,,40435624,160.0
1790,582d60d92267419d938c3f4a,,40435624,105.0
1791,582d60d92267419d938c3f4b,,40435624,91.0
1792,582d60d92267419d938c3f4c,,40435624,66.0
1793,582d60d92267419d938c3f4d,,40435624,55.0
1794,582d60d92267419d938c3f4e,,40435624,50.0
1795,582d60d92267419d938c3f4f,,40435624,44.0
1796,582d60d92267419d938c3f50,,40435624,41.0
1797,582d60d92267419d938c3f51,,40435624,30.0
1798,582d60da2267419d938c3f52,,40435624,23.0
1799,582d60da2267419d938c3f53,,40435624,23.0
1800,582d60da2267419d938c3f54,,40435624,23.0
1801,582d60da2267419d938c3f55,,40435624,19.0
1802,582d60da2267419d938c3f56,,40435624,18.0
1803,582d60da2267419d938c3f57,,40435624,15.0
1804,582d60da2267419d938c3f58,,40435624,14.0
1805,582d60da2267419d938c3f59,,40435624,4.0
1806,582d60da2267419d938c3f5a,,40435624,-1.0
1807,582d60da2267419d938c3f5b,,40435624,-1.0
1808,582d60da2267419d938c3f5c,accepted,40435624,
1809,582d61032267419d938c3f65,,40435618,1.0
1810,582d61032267419d938c3f66,,40435618,1.0
1811,582d61032267419d938c3f67,,40435618,1.0
1812,582d61032267419d938c3f68,,40435618,0.0
1813,582d61612267419d938c3f83,,40435588,3.0
1814,582d61612267419d938c3f84,,40435588,4.0
1815,582d61612267419d938c3f85,accepted,40435588,
1816,582d61862267419d938c3f94,,40435552,2.0
1817,582d61912267419d938c3f99,,40435548,0.0
1818,582d61912267419d938c3f9a,accepted,40435548,
1819,582d619b2267419d938c3f9f,,40435543,3.0
1820,582d621a2267419d938c3fb0,,40435496,0.0
1821,582d623f2267419d938c3fbe,,40435451,0.0
1822,582d62642267419d938c3fc3,,40435444,0.0
1823,582d62692267419d938c3fc6,,40435433,0.0
1824,582d62692267419d938c3fc7,accepted,40435433,
1825,582d626f2267419d938c3fca,,40435425,0.0
1826,582d626f2267419d938c3fcb,accepted,40435425,
1827,582d62892267419d938c3fd6,,40435386,0.0
1828,582d62942267419d938c3fdb,,40435381,1.0
1829,582d62942267419d938c3fdc,,40435381,0.0
1830,582d62992267419d938c3fdf,,40435377,3.0
1831,582d62992267419d938c3fe0,accepted,40435377,
1832,582d629d2267419d938c3fe3,,40435371,0.0
1833,582d62c12267419d938c3fe9,,40435357,1.0
1834,582d62da2267419d938c3ff3,,40435341,1.0
1835,582d62da2267419d938c3ff4,,40435341,0.0
1836,582d62ea2267419d938c3ffb,,40435332,1.0
1837,582d62ef2267419d938c3ffe,,40435328,0.0
1838,582d63032267419d938c4007,,40435314,1.0
1839,582d63032267419d938c4008,accepted,40435314,
1840,582d63182267419d938c4011,,40435297,0.0
1841,582d63362267419d938c401e,,40435288,0.0
1842,582d63612267419d938c4027,,40435273,0.0
1843,582d63bf2267419d938c403c,,40435226,0.0
1844,582d63c42267419d938c403f,,40435223,3.0
1845,582d63c42267419d938c4040,accepted,40435223,
1846,582d63fb2267419d938c4055,,40435196,0.0
1847,582d64062267419d938c405a,,40435190,2.0
1848,582d64062267419d938c405b,accepted,40435190,
1849,582d640c2267419d938c405e,,40435183,0.0
1850,582d64112267419d938c4061,,40435182,2.0
1851,582d64112267419d938c4062,,40435182,1.0
1852,582d64112267419d938c4063,accepted,40435182,
1853,582d641c2267419d938c4068,,40435172,0.0
1854,582d64362267419d938c4073,,40435159,0.0
1855,582d643c2267419d938c4076,,40435157,0.0
1856,582d645f2267419d938c407d,,40435143,0.0
1857,582d64832267419d938c408c,,40435096,1.0
1858,582d64942267419d938c4093,,40435084,1.0
1859,582d64a32267419d938c409a,,40435058,0.0
1860,582d64a32267419d938c409b,accepted,40435058,
1861,582d64af2267419d938c40a0,,40435054,1.0
1862,582d64af2267419d938c40a1,accepted,40435054,
1863,582d64b42267419d938c40a4,,40435022,2.0
1864,582d64b42267419d938c40a5,,40435022,0.0
1865,582d64b92267419d938c40a8,,40435021,1.0
1866,582d64b92267419d938c40a9,,40435021,1.0
1867,582d64eb2267419d938c40b4,,40434985,0.0
1868,582d65032267419d938c40ba,,40434974,1.0
1869,582d65242267419d938c40c6,,40434937,0.0
1870,582d65242267419d938c40c7,accepted,40434937,
1871,582d656f2267419d938c40d6,,40434901,0.0
1872,582d657a2267419d938c40db,,40434897,0.0
1873,582d657f2267419d938c40de,,40434888,0.0
1874,582d65842267419d938c40e1,,40434886,1.0
1875,582d65952267419d938c40e8,,40434875,0.0
1876,582d659b2267419d938c40eb,,40434869,1.0
1877,582d659b2267419d938c40ec,accepted,40434869,
1878,582d65ae2267419d938c40f3,,40434857,0.0
1879,582d65ae2267419d938c40f4,accepted,40434857,
1880,582d65b82267419d938c40f8,,40434845,0.0
1881,582d65f02267419d938c4106,,40434815,0.0
1882,582d65f02267419d938c4107,accepted,40434815,
1883,582d65f42267419d938c410a,,40434799,0.0
1884,582d66142267419d938c4116,,40434784,0.0
1885,582d66192267419d938c4119,,40434782,0.0
1886,582d66512267419d938c412f,,40434746,0.0
1887,582d666b2267419d938c4139,,40434718,3.0
1888,582d666b2267419d938c413a,accepted,40434718,
1889,582d66702267419d938c413d,,40434717,1.0
1890,582d669b2267419d938c414e,,40434678,4.0
1891,582d669b2267419d938c414f,accepted,40434678,
1892,582d66cc2267419d938c415a,,40434656,0.0
1893,582d66cd2267419d938c415b,accepted,40434656,
1894,582d66e22267419d938c4164,,40434647,3.0
1895,582d66e22267419d938c4165,,40434647,1.0
1896,582d66e22267419d938c4166,accepted,40434647,
1897,582d66e72267419d938c4169,,40434637,0.0
1898,582d66f42267419d938c416e,,40434630,0.0
1899,582d67662267419d938c4191,,40434553,1.0
1900,582d67662267419d938c4192,accepted,40434553,
1901,582d67c22267419d938c41ad,,40434496,1423.0
1902,582d67c22267419d938c41ae,,40434496,166.0
1903,582d67c22267419d938c41af,,40434496,160.0
1904,582d67c22267419d938c41b0,,40434496,105.0
1905,582d67c22267419d938c41b1,,40434496,91.0
1906,582d67c22267419d938c41b2,,40434496,66.0
1907,582d67c22267419d938c41b3,,40434496,55.0
1908,582d67c22267419d938c41b4,,40434496,50.0
1909,582d67c22267419d938c41b5,,40434496,44.0
1910,582d67c22267419d938c41b6,,40434496,41.0
1911,582d67c22267419d938c41b7,,40434496,30.0
1912,582d67c22267419d938c41b8,,40434496,23.0
1913,582d67c22267419d938c41b9,,40434496,23.0
1914,582d67c22267419d938c41ba,,40434496,23.0
1915,582d67c22267419d938c41bb,,40434496,19.0
1916,582d67c22267419d938c41bc,,40434496,18.0
1917,582d67c22267419d938c41bd,,40434496,15.0
1918,582d67c22267419d938c41be,,40434496,14.0
1919,582d67c22267419d938c41bf,,40434496,4.0
1920,582d67c22267419d938c41c0,,40434496,-1.0
1921,582d67c22267419d938c41c1,,40434496,-1.0
1922,582d67c22267419d938c41c2,accepted,40434496,
1923,582d67e22267419d938c41ce,,40434478,0.0
1924,582d68242267419d938c41e0,,40434426,0.0
1925,582d68822267419d938c41fa,,40434367,1.0
1926,582d68822267419d938c41fb,accepted,40434367,
1927,582d68872267419d938c41fe,,40434363,15.0
1928,582d68872267419d938c41ff,,40434363,7.0
1929,582d68872267419d938c4200,accepted,40434363,
1930,582d68a52267419d938c420d,,40434341,0.0
1931,582d68aa2267419d938c4210,,40434339,0.0
1932,582d68aa2267419d938c4211,accepted,40434339,
1933,582d68ba2267419d938c4218,,40434314,1.0
1934,582d68c92267419d938c421d,,40434299,0.0
1935,582d69202267419d938c422f,,40434263,0.0
1936,582d69202267419d938c4230,accepted,40434263,
1937,582d694b2267419d938c4238,,40434253,0.0
1938,582d694b2267419d938c4239,,40434253,0.0
1939,582d69552267419d938c423e,,40434251,0.0
1940,582d69652267419d938c4245,,40434243,267.0
1941,582d69652267419d938c4246,,40434243,62.0
1942,582d69652267419d938c4247,,40434243,17.0
1943,582d69652267419d938c4248,,40434243,10.0
1944,582d69652267419d938c4249,,40434243,6.0
1945,582d69652267419d938c424a,,40434243,6.0
1946,582d69652267419d938c424b,,40434243,3.0
1947,582d69652267419d938c424c,,40434243,1.0
1948,582d69652267419d938c424d,accepted,40434243,
1949,582d69c72267419d938c4262,,40434208,2.0
1950,582d69c72267419d938c4263,,40434208,-1.0
1951,582d69c72267419d938c4264,accepted,40434208,
1952,582d69cd2267419d938c4267,,40434205,0.0
1953,582d69dd2267419d938c426e,,40434175,0.0
1954,582d69dd2267419d938c426f,accepted,40434175,
1955,582d6a032267419d938c427d,,40434152,0.0
1956,582d6a082267419d938c4280,,40434134,1.0
1957,582d6a182267419d938c4287,,40434126,70.0
1958,582d6a182267419d938c4288,,40434126,26.0
1959,582d6a182267419d938c4289,,40434126,21.0
1960,582d6a182267419d938c428a,,40434126,6.0
1961,582d6a182267419d938c428b,,40434126,3.0
1962,582d6a182267419d938c428c,,40434126,2.0
1963,582d6a182267419d938c428d,,40434126,1.0
1964,582d6a182267419d938c428e,,40434126,1.0
1965,582d6a182267419d938c428f,,40434126,-1.0
1966,582d6a182267419d938c4290,accepted,40434126,
1967,582d6a742267419d938c42a5,,40434078,2.0
1968,582d6a742267419d938c42a6,accepted,40434078,
1969,582d6abc2267419d938c42ba,,40434037,1.0
1970,582d6ad22267419d938c42c3,,40434023,0.0
1971,582d6ad82267419d938c42c6,,40434017,1.0
1972,582d6ad82267419d938c42c7,accepted,40434017,
1973,582d6add2267419d938c42ca,,40434013,3.0
1974,582d6add2267419d938c42cb,,40434013,1.0
1975,582d6b5c2267419d938c42e8,,40433926,0.0
1976,582d6b962267419d938c42f7,,40433894,0.0
1977,582d6b962267419d938c42f8,accepted,40433894,
1978,582d6bc72267419d938c4306,,40433869,0.0
1979,582d6bd62267419d938c430d,,40433861,0.0
1980,582d6bfe2267419d938c4315,,40433834,1.0
1981,582d6c3f2267419d938c432e,,40433788,0.0
1982,582d6c552267419d938c4332,,40433782,0.0
1983,582d6c8f2267419d938c4341,,40433764,0.0
1984,582d6c952267419d938c4344,,40433762,0.0
1985,582d6c9a2267419d938c4347,,40433759,1.0
1986,582d6c9a2267419d938c4348,accepted,40433759,
1987,582d6c9f2267419d938c434b,,40433758,1.0
1988,582d6cae2267419d938c4352,,40433741,0.0
1989,582d6d0d2267419d938c4366,,40433689,0.0
1990,582d6d872267419d938c437b,,40433627,0.0
1991,582d6d872267419d938c437c,accepted,40433627,
1992,582d6d912267419d938c4381,,40433625,0.0
1993,582d6d972267419d938c4384,,40433624,2.0
1994,582d6d972267419d938c4385,accepted,40433624,
1995,582d6d9c2267419d938c4388,,40433615,2.0
1996,582d6d9c2267419d938c4389,accepted,40433615,
1997,582d6da12267419d938c438c,,40433611,1.0
1998,582d6da12267419d938c438d,accepted,40433611,
1999,582d6dab2267419d938c4392,,40433589,0.0
2000,582d6dc12267419d938c439a,,40433573,0.0
2001,582d6df72267419d938c43af,,40433494,420.0
2002,582d6df72267419d938c43b0,,40433494,45.0
2003,582d6df72267419d938c43b1,,40433494,8.0
2004,582d6df72267419d938c43b2,,40433494,4.0
2005,582d6df72267419d938c43b3,,40433494,1.0
2006,582d6df72267419d938c43b4,accepted,40433494,
2007,582d6e0b2267419d938c43bb,,40433478,5966.0
2008,582d6e0b2267419d938c43bc,,40433478,1120.0
2009,582d6e0b2267419d938c43bd,,40433478,604.0
2010,582d6e0b2267419d938c43be,,40433478,574.0
2011,582d6e0b2267419d938c43bf,,40433478,403.0
2012,582d6e0b2267419d938c43c0,,40433478,351.0
2013,582d6e0b2267419d938c43c1,,40433478,321.0
2014,582d6e0b2267419d938c43c2,,40433478,273.0
2015,582d6e0b2267419d938c43c3,,40433478,239.0
2016,582d6e0b2267419d938c43c4,,40433478,231.0
2017,582d6e0b2267419d938c43c5,,40433478,197.0
2018,582d6e0b2267419d938c43c6,,40433478,179.0
2019,582d6e0b2267419d938c43c7,,40433478,176.0
2020,582d6e0b2267419d938c43c8,,40433478,176.0
2021,582d6e0b2267419d938c43c9,,40433478,154.0
2022,582d6e0b2267419d938c43ca,,40433478,148.0
2023,582d6e0b2267419d938c43cb,,40433478,141.0
2024,582d6e0b2267419d938c43cc,,40433478,137.0
2025,582d6e0b2267419d938c43cd,,40433478,131.0
2026,582d6e0b2267419d938c43ce,,40433478,125.0
2027,582d6e0b2267419d938c43cf,,40433478,113.0
2028,582d6e0b2267419d938c43d0,,40433478,104.0
2029,582d6e0b2267419d938c43d1,,40433478,95.0
2030,582d6e0b2267419d938c43d2,,40433478,86.0
2031,582d6e0b2267419d938c43d3,,40433478,84.0
2032,582d6e0b2267419d938c43d4,,40433478,72.0
2033,582d6e0b2267419d938c43d5,,40433478,55.0
2034,582d6e0b2267419d938c43d6,,40433478,41.0
2035,582d6e0b2267419d938c43d7,accepted,40433478,
2036,582d6e152267419d938c43dc,,40433461,0.0
2037,582d6e152267419d938c43dd,accepted,40433461,
2038,582d6e212267419d938c43e2,,40433458,0.0
2039,582d6e212267419d938c43e3,,40433458,0.0
2040,582d6e6e2267419d938c4400,,40433395,2.0
2041,582d6e6e2267419d938c4401,,40433395,2.0
2042,582d6e6e2267419d938c4402,,40433395,1.0
2043,582d6e6e2267419d938c4403,,40433395,1.0
2044,582d6ee82267419d938c4423,,40433312,0.0
2045,582d6f482267419d938c4437,,40433280,1.0
2046,582d6f482267419d938c4438,accepted,40433280,
2047,582d6f902267419d938c4450,,40433236,0.0
2048,582d6f9b2267419d938c4455,,40433232,1.0
2049,582d6f9b2267419d938c4456,accepted,40433232,
2050,582d6fa62267419d938c445b,,40433227,8.0
2051,582d6fa62267419d938c445c,,40433227,7.0
2052,582d6fab2267419d938c445f,,40433211,2.0
2053,582d6fab2267419d938c4460,accepted,40433211,
2054,582d6fd82267419d938c446a,,40433189,0.0
2055,582d6fde2267419d938c446d,,40433187,42.0
2056,582d6fde2267419d938c446e,,40433187,4.0
2057,582d6fde2267419d938c446f,,40433187,2.0
2058,582d6fde2267419d938c4470,,40433187,2.0
2059,582d6fde2267419d938c4471,,40433187,1.0
2060,582d6fde2267419d938c4472,,40433187,1.0
2061,582d6fde2267419d938c4473,accepted,40433187,
2062,582d701b2267419d938c448a,,40433123,113.0
2063,582d701b2267419d938c448b,,40433123,24.0
2064,582d701b2267419d938c448c,,40433123,10.0
2065,582d701b2267419d938c448d,,40433123,8.0
2066,582d701b2267419d938c448e,,40433123,3.0
2067,582d701b2267419d938c448f,,40433123,2.0
2068,582d701b2267419d938c4490,,40433123,0.0
2069,582d701b2267419d938c4491,,40433123,0.0
2070,582d701b2267419d938c4492,,40433123,-2.0
2071,582d701b2267419d938c4493,,40433123,-3.0
2072,582d701b2267419d938c4494,,40433123,-6.0
2073,582d701b2267419d938c4495,accepted,40433123,
2074,582d702c2267419d938c449c,,40433102,0.0
2075,582d705b2267419d938c44a6,,40433079,195.0
2076,582d705b2267419d938c44a7,,40433079,21.0
2077,582d705b2267419d938c44a8,,40433079,12.0
2078,582d705b2267419d938c44a9,,40433079,2.0
2079,582d705b2267419d938c44aa,,40433079,1.0
2080,582d705b2267419d938c44ab,,40433079,1.0
2081,582d705b2267419d938c44ac,accepted,40433079,
2082,582d70602267419d938c44af,,40433077,0.0
2083,582d70812267419d938c44b9,,40433041,2.0
2084,582d70812267419d938c44ba,accepted,40433041,
2085,582d70b32267419d938c44cd,,40433011,0.0
2086,582d70b32267419d938c44ce,,40433011,-1.0
2087,582d70b32267419d938c44cf,,40433011,-1.0
2088,582d70b32267419d938c44d0,accepted,40433011,
2089,582d71022267419d938c44e7,,40432970,0.0
2090,582d71022267419d938c44e8,,40432970,0.0
2091,582d71022267419d938c44e9,accepted,40432970,
